Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage1,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
StopBgm2,,,,,,,,,,,
PlayBgs,003-Wind03,100,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor03_03,,Character2,,,,,お腹空いてない？,,,
,Actor05_02,,Character0,,,,,空きました……,,,
Wait,,,,,,1,,,,,
,Actor03_03,,Character2,,,,,このまま、誰の助けも来なかったらどうしよう,,,
,Actor05_02,,Character0,,,,,怖いこと言わないでください,,,
Balloon,Character2,7,,,,,,,,,
,Actor03_03,,Character2,,,,,もう夜になっちゃったね……,,,
FadeOut,black,,,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
PlaySe,Earth8,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,,,,,,,,……,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
PlaySe,Earth8,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor05_03,,Character2,,,,,……！,,,
,Actor05_00,,Character2,,,,,リジェ先生、何か聞こえてきませんか？,,,
,Actor03_00,,Character0,,,,,え……、特に何もないけど……？,,,
Balloon,Character2,7,,,,,,,,,
,Actor05_00,,Character2,,,,,おかしいです\n確かに、何か聞こえたはずなんですが,,,
,Actor03_00,,Character0,,,,,気のせいだと思うけど……,,,
PlaySe,Earth8,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character0,,,,,あ……、私にも聞こえた,,,
,Actor05_00,,Character2,,,,,どこから鳴ってるんでしょう？,,,
,Actor03_00,,Character0,,,,,うーん、下のほうから？,,,
,Actor05_03,,Character2,,,,,下……？,,,
,Actor03_03,,Character0,,,,,この防災用の扉？,,,
Wait,,,,,,1,,,,,
PlaySe,Earth8,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,2,,,,,,,,,
,Actor05_02,,Character2,,,,,揺れてます\nもしかして、地下からも敵が……？,,,
,Actor03_00,,Character0,,,,,ちょっと下がってて,,,
FadeOut,black,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character0,,,,,取っ手は、こことここかな……,,,
,Actor03_00,,Character0,,,,,えいっ！,,,
Wait,,,,,,1,,,,,
PlaySe,Blow4,80,100,,,,,,,,
Balloon,Character2,1,,,,,,,,,
,,,,,,,,うあぁ！,,,
FadeIn,black,,,,,,,,,,
Wait,,,,,,1,,,,,
PlayBgm,kumomanoyoukou,80,100,,,,,,,,
Balloon,Character0,6,,,,,,,,,
,Actor03_04,,Character0,,,,,痛い、痛い、頭ぶつけた！,,,
,Actor05_03,,Character2,,,,,大丈夫ですか！？,,,
,Actor03_03,,Character0,,,,,痛い、ジンジンする,,,
,Actor03_00,,Character0,,,,,って……\nあなた、どこからきたの？,,,
Wait,,,,,,1,,,,,
Balloon,Character2,6,,,,,,,,,
,Actor04_04,,Character2,,,,,いきなり頭突きしてくるなんてひどい,,,
,Actor03_03,,Character0,,,,,ごめんなさい\n引っ張ったら思いの外、軽かったからさ,,,
,Actor04_04,,Character2,,,,,押しても押しても開かなかったのに……,,,
Wait,,,,,,1,,,,,
,Actor04_00,,Character2,,,,,申し遅れました\nワタシはミシェルと申します,,,
,Actor04_00,,Character2,,,,,この魔法学校で生徒会長をしています,,,
Balloon,Character0,3,,,,,,,,,
,Actor03_01,,Character0,,,,,私はリジェで、こっちがシイナちゃんね,,,
,Actor05_00,,Character0,,,,,二年生になるシイナです\nよろしくお願いします,,,
Wait,,,,,,1,,,,,
,Actor04_00,,Character2,,,,,他に時計塔で閉じ込められていた人はいますか？,,,
,Actor03_00,,Character0,,,,,ううん、私達ふたりだけだよ,,,
,Actor04_00,,Character2,,,,,わかりました,,,
,Actor04_01,,Character2,,,,,今からお二方にはホールに避難して頂きますが\nよろしいでしょうか？,,,
,Actor03_00,,Character0,,,,,避難……ということは！,,,
Balloon,Character0,1,,,,,,,,,
,Actor05_00,,Character0,,,,,わたしたち、助かるんですね！,,,
,Actor04_01,,Character2,,,,,え、ええ……,,,
,Actor04_00,,Character2,,,,,ですが、ホールまでは地下道を通らないといけません,,,
,Actor05_03,,Character0,,,,,地下道？,,,
,Actor04_00,,Character2,,,,,ここの地下は研究施設になっているのです,,,
