Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event1,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
StopBgm2,,,,,,,,,,,
PlayBgs,003-Wind03,80,100,,,,,,,,
Wait,,,,,,1,,,,,
PlaySe,step13a,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Wait,,,,,,1,,,,,
PlaySe,step13a,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Wait,,,,,,1,,,,,
,,,,,,,,逃げてから……\nどれぐらい経ったのだろう。,,,
PlaySe,step13a,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Wait,,,,,,1,,,,,
PlaySe,Fire5,80,100,,,,,,,,
Shake,Camera,,,,,,,,,,
,,,,,,,,未だ戦場は轟音けたたましい。\n鎮火する気配は見せてくれなそうだ。,,,
PlaySe,step13a,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,もう、大丈夫じゃない？,,,
,,,,,,,,遅れてやってきた人影に同意を求めたが……,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,まぁ、問題ないと考えていいんじゃない？,,,
,Actor02_00,,Character2,,,,,残してきた部隊が時間を稼いでくれるはずだし,,,
Wait,,,,,,1,,,,,
,,,,,,,,返事は返ってこなかった。,,,
,Actor02_00,,Character2,,,,,本当に大丈夫？,,,
Wait,,,,,,1,,,,,
,Actor02_01,,Character2,,,,,まぁ、仕方ないよね\nとりあえず……,,,
,Actor02_02,,Character2,,,,,しばらく、ここで隠れていよう,,,
PlaySe,step13a,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Wait,,,,,,1,,,,,
PlaySe,Equip2,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Wait,,,,,,1,,,,,
,Actor02_01,,Character2,,,,,まったく、災難だよ\n敵がこんなに強いと思ってなかったじゃない？,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,無事、帰れるといいね、何事も無く。,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,,,でもさ、カッコつかないよね,,,
Balloon,Character2,8,,,,,,,,,
,Actor02_02,,Character2,,,,,出陣パレードまでして\n戦地に送り出されたってのに,,,
,Actor02_02,,Character2,,,,,何一つ、成果が上がってないんだもの,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,って、あたしの話聞いてる？,,,
Wait,,,,,,1,,,,,
PlaySe,Fire5,80,100,,,,,,,,
Shake,Camera,,,,,,,,,,
Balloon,Character2,8,,,,,,,,,
,Actor02_00,,Character2,,,,,フフ……ちょっと綺麗だな,,,
,,,,,,,,きっと、幾多の人命が、\nこの瞬間にも消えている。,,,
,,,,,,,,不謹慎だと思いつつ、\n遠くで鳴り響く爆発に安らぎを覚えた。,,,
Wait,,,,,,1,,,,,
Balloon,Character2,2,,,,,,,,,
,Actor02_03,,Character2,,,,,もしかして、寝ちゃってる？,,,
Wait,,,,,,1,,,,,
PlaySe,Equip3,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Wait,,,,,,1,,,,,
,Actor02_01,,Character2,,,,,フフ……すごい神経してるね\nあたしなんてまだ手の震えが収まらないのに,,,
Wait,,,,,,1,,,,,
,,,,,,,,魔法と、それに抗う鋼鉄の兵隊達。,,,
,,,,,,,,真っ向からぶつかり合い\n衝突が起こる度に、砕けては、散っていく。,,,
,,,,,,,,敵も味方も関係ない。\n生きるということだけを願いながら、奪っていく。,,,
,,,,,,,,他人の命が、生活が、全てが摘み取られていく。,,,
,,,,,,,,目を塞いでも、耳をふさいでも\n地獄の光景と怨嗟の声が脳裏に焼き付いている。,,,
Wait,,,,,,1,,,,,
,Actor02_04,,Character2,,,,,うわ……思い出したら\n気持ち悪くなってきちゃうよ,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,最初から無駄だったんだよ\nこんな戦いに意味なんてないんだし,,,
,Actor02_02,,Character2,,,,,って、もう聞いてないか,,,
Wait,,,,,,1,,,,,
,Actor02_01,,Character2,,,,,フフ……,,,
,,,,,,,,……,,,
,Actor02_01,,Character2,,,,,このまま、夜明けまで、\n何事もないといいね,,,
PlaySe,step13a,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,,,,,,,,立ち上がり、辺りを見回した。,,,
,,,,,,,,森の深いところまで入ってきたのだ。\nそう簡単に見つからないだろう。,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,,,フフ……\n本当に、何事もないといいね,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
StopBgs,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
