Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage7,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,kazetami,100,100,,,,,,,,
PlayBgs,River,100,100,,,,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,8,,,,,,,,,
,Actor06_02,,Character2,,,,,……,,,
,Actor05_00,,Character0,,,,,どうしたんですか、ルネさん？,,,
,Actor06_04,,Character2,,,,,お腹すいた,,,
Balloon,Character0,7,,,,,,,,,
,Actor05_02,,Character0,,,,,確かに、何も食べてなかったですよね……,,,
,Actor03_00,,Character2,,,,,この川、意外と澄んでるから\n魚が泳いでるかもしれないよ,,,
,Actor03_00,,Character2,,,,,釣りでもしてみよっか？,,,
,Actor05_03,,Character0,,,,,釣り？\nでも、道具がないですよ,,,
,Actor03_01,,Character2,,,,,へへ……そういうのは\n自然にあるもので代用するんだよ、例えば……,,,
PlaySe,Equip3,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character2,,,,,この枝と,,,
PlaySe,Equip3,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,3,,,,,,,,,
,Actor03_01,,Character2,,,,,じゃーん、私のソーイングセット！,,,
,Actor03_00,,Character2,,,,,これに、小枝を浮きにして\n適当に虫をくっつければ……,,,
PlaySe,Equip3,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character2,,,,,即席の釣り竿の出来上がりかな,,,
,Actor05_00,,Character0,,,,,リジェ先生、結構たくましいですね……,,,
,Actor03_00,,Character2,,,,,伊達に海で育ってないからね,,,
,Actor06_01,,Character0,,,,,とてもいい！\n魚なら川にいたと思う,,,
,Actor06_01,,Character0,,,,,これなら大漁間違いない,,,
Balloon,Character2,3,,,,,,,,,
,Actor03_00,,Character2,,,,,よし、それじゃあ見ててね,,,
,Actor03_01,,Character2,,,,,それー,,,
Wait,,,,,,1,,,,,
