Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

FadeOut,black,,,,,,,,,,
Bg,event8,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
StopBgm2,,,,,,,,,,,
StopBgs,,,,,,,,,,,
PlayBgm,kumomanoyoukou,100,100,,,,,,,,
FadeIn,black,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor02_04,,Character0,,,,,へ、へ……,,,
,Actor02_04,,Character0,,,,,へっくちっ！,,,
Wait,,,,,,1,,,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_04,,Character0,,,,,っあー……身体が重い……,,,
,Actor03_03,,Character2,,,,,ソラ、どうしたの、風邪？,,,
Balloon,Character0,7,,,,,,,,,
,Actor02_04,,Character0,,,,,そうかもしれない……,,,
,Actor04_01,,Character2,,,,,嵐で濡れた身体のまま\n飲みに出かけたのですから自業自得です,,,
,Actor01_00,,Character2,,,,,ソラ……、少し控えたほうがいいのではないか？,,,
,Actor03_03,,Character2,,,,,休める時は休まないと\nいざという時に、動けなくなるかもしれないよ,,,
,Actor02_04,,Character0,,,,,もう……,,,
Balloon,Character0,5,,,,,,,,,
,Actor02_03,,Character0,,,,,みんなしてうるさいな！,,,
,Actor02_03,,Character0,,,,,あたしが何しようと勝手じゃない,,,
,Actor02_04,,Character0,,,,,へっくちっ！,,,
Wait,,,,,,1,,,,,
,Actor02_04,,Character0,,,,,っあー……鼻がムズムズする,,,
Balloon,Character2,8,,,,,,,,,
,Actor05_02,,Character2,,,,,無理は身体に毒ですよ、ソラさん,,,
,Actor05_00,,Character2,,,,,今日は休んで、また明日に備えたほうが……,,,
Balloon,Character2,1,,,,,,,,,
,Actor06_01,,Character2,,,,,それに、明日は島のお祭りの日！,,,
,Actor06_01,,Character2,,,,,美味しいものがたくさん並ぶと聞いている,,,
,Actor06_00,,Character2,,,,,一人だけ部屋で寝込まれては\n皆、思う存分楽しめない,,,
Balloon,Character0,2,,,,,,,,,
