Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event7,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,ガラバルガ,100,100,,,,,,,,
PlayBgs,008-Wave01,100,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor03_03,,Character2,,,,,父さん……,,,
,Actor03_03,,Character2,,,,,私、戻ってきたよ……,,,
,Actor03_02,,Character2,,,,,父さんは、ずっと前から\n学校での研究のことを知っていて,,,
,Actor03_02,,Character2,,,,,どうにか、それを止めようと\n抵抗しようとしていたんだね,,,
,Actor03_02,,Character2,,,,,でも、私が学校にいたせいで\n身動きが取れずに、最期は……,,,
Wait,,,,,,1,,,,,
,Actor03_02,,Character2,,,,,全然知らなかった……,,,
,Actor03_02,,Character2,,,,,私が真っ先に学校を抜けだして\n島に戻っていれば、父さんは……,,,
Balloon,Character2,8,,,,,,,,,
,Actor03_02,,Character2,,,,,……,,,
,Actor03_03,,Character2,,,,,迷っていたら\n五年も遅れちゃったみたい,,,
,Actor03_02,,Character2,,,,,私は父さんみたいにはなれそうにないみたい,,,
,Actor03_03,,Character2,,,,,父さんの背中を見て育ってきて,,,
,Actor03_03,,Character2,,,,,自分ではとても敵わない\nすごく、おっきな存在で誇らしかったけど,,,
,Actor03_02,,Character2,,,,,本当は怖かった,,,
,Actor03_02,,Character2,,,,,自分の生き方まで縛られているようで\nいつも逃げ出したくて仕方がなかった,,,
,Actor03_01,,Character2,,,,,私が成し遂げたことなんて\n今回も、なに一つなかったんだから,,,
,Actor03_00,,Character2,,,,,でも、この島を護るって決めたから,,,
,Actor03_00,,Character2,,,,,不甲斐ない娘だけど\n遠い海の世界から見守っていてくれると嬉しいです,,,
Wait,,,,,,1,,,,,
,Actor05_00,,Character0,,,,,リジェ先生……,,,
,Actor03_01,,Character2,,,,,あれ、シイナちゃん来てたんだ,,,
Balloon,Character0,7,,,,,,,,,
,Actor05_02,,Character0,,,,,はい、お邪魔でしたでしょうか……？,,,
,Actor03_01,,Character2,,,,,ううん\nそんなことないよ,,,
,Actor03_03,,Character2,,,,,調子は戻ったのかな、大丈夫？,,,
,Actor05_00,,Character0,,,,,はい、ミシェルさんが看てくれていましたから,,,
,Actor03_01,,Character2,,,,,そうだね、私もお世話になりっぱなしだなぁ,,,
Balloon,Character2,8,,,,,,,,,
,Actor03_03,,Character2,,,,,……,,,
Balloon,Character0,8,,,,,,,,,
,Actor05_00,,Character0,,,,,……,,,
,Actor03_00,,Character2,,,,,シイナちゃん,,,
,Actor03_00,,Character2,,,,,私、学校に戦いを挑もうと思ってるんだ,,,
,Actor05_03,,Character0,,,,,はい？,,,
,Actor03_00,,Character2,,,,,今回の反乱のこと\n既に学校には伝わってると思うんだ,,,
,Actor03_00,,Character2,,,,,だけど、幸い嵐が続いてたから\n反撃の準備はまだ取られていないと思う,,,
,Actor03_00,,Character2,,,,,それに加えて、まだ敗戦処理に追われている,,,
,Actor03_00,,Character2,,,,,隙をついて\n攻め入るとしたら今しかないと思うんだ,,,
,Actor05_00,,Character0,,,,,……,,,
Balloon,Character2,6,,,,,,,,,
,Actor03_00,,Character2,,,,,魔者のこととか\n全部は理解できていないんだ,,,
,Actor03_00,,Character2,,,,,もちろん、ルネに魔法をかけた\n黒水晶のこともよく知らない,,,
,Actor03_00,,Character2,,,,,だけど、行かなければならないのだと思う,,,
,Actor05_00,,Character0,,,,,はい……,,,
,Actor03_03,,Character2,,,,,だから、シイナちゃんはここに残って……,,,
,Actor05_00,,Character0,,,,,それは嫌です,,,
Balloon,Character2,2,,,,,,,,,
,Actor03_00,,Character2,,,,,え……？,,,
,Actor05_02,,Character0,,,,,もう、嫌なんです\n護られてばかりいるのは,,,
,Actor05_00,,Character0,,,,,本当は迷っていたんです,,,
,Actor05_00,,Character0,,,,,自分の魔法が攻撃的なもので\n生活には全く役に立たないものだから,,,
,Actor05_00,,Character0,,,,,だけど、いや、だから\nこの力は今、使わないといけないんです,,,
,Actor03_03,,Character2,,,,,本当にいいの？,,,
,Actor03_03,,Character2,,,,,命を落とすかもしれないんだよ,,,
,Actor05_00,,Character0,,,,,負けるなんて思っていません\nだって……,,,
Balloon,Character0,9,,,,,,,,,
,Actor05_01,,Character0,,,,,わたしだって、魔法使いですから,,,
,Actor05_00,,Character0,,,,,為せば成る、為さねば成らぬ何事も,,,
,Actor05_00,,Character0,,,,,リジェ先生が、時計塔で言ってくれた言葉です,,,
,Actor03_01,,Character2,,,,,へへ……,,,
,Actor03_03,,Character2,,,,,もうシイナちゃんに\n教えてあげられることないかもしれないね,,,
,Actor05_01,,Character0,,,,,そんなことないです,,,
,Actor05_00,,Character0,,,,,まだまだ、教えてほしいこと\nいっぱいあります,,,
,Actor05_00,,Character0,,,,,だから、わたしからもお願いします,,,
,Actor05_00,,Character0,,,,,絶対\n生きて帰ってきましょう,,,
Balloon,Character0,3,,,,,,,,,
,Actor05_01,,Character0,,,,,この場所に\nリジェ先生のいる、この島に,,,
,Actor03_01,,Character2,,,,,うん、そうだね,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
