Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage13,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,kumomanoyoukou,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_00,,Character2,,,,,何と言ったらいいのでしょう……,,,
,Actor04_00,,Character2,,,,,皆さん、遠足みたいですね\n手も繋いでいらっしゃいますし,,,
Balloon,Character0,3,,,,,,,,,
,Actor02_01,,Character0,,,,,フフ……\n気が紛れるってもんじゃない？,,,
,Actor02_00,,Character0,,,,,この陰鬱な雰囲気……\nじっとしているだけで、頭おかしくなりそう,,,
,Actor04_03,,Character2,,,,,気味が悪いですね,,,
,Actor02_01,,Character0,,,,,様々な、怨嗟や悲嘆が入り交じっているんだよ,,,
,Actor02_02,,Character0,,,,,魔者にされたまま\n人に戻れなくなったやつとか……,,,
,Actor02_02,,Character0,,,,,そのまま帰らぬ人になったやつとか\nきっと、たくさんいたんじゃないかな,,,
Balloon,Character2,8,,,,,,,,,
,Actor04_03,,Character2,,,,,……,,,
PlaySe,Fall,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_04,,Character2,,,,,あぁっと……！,,,
PlaySe,Blow2,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Balloon,Character0,1,,,,,,,,,
,Actor02_03,,Character0,,,,,……！,,,
,Actor04_02,,Character2,,,,,いったぁ！？,,,
Balloon,Character0,5,,,,,,,,,
,Actor02_03,,Character0,,,,,何でミシェルは、何にもないところで転べるのさ？,,,
,Actor04_04,,Character2,,,,,ごめんなさい、考え事をしてしまっていて,,,
Balloon,Character0,9,,,,,,,,,
,Actor02_02,,Character0,,,,,ほら、手出しなよ\nしっかりしないと置いていくよ？,,,
PlaySe,Equip3,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_04,,Character2,,,,,あ……待ってください、ソラさん,,,
,Actor04_00,,Character2,,,,,このまま、手を引いてもらっては\nダメでしょうか……,,,
Balloon,Character0,2,,,,,,,,,
,Actor02_02,,Character0,,,,,へ……？,,,
,Actor04_00,,Character2,,,,,リジェさんやシイナさん\nそれに、エリシャさんとルネさんもつないでいます,,,
,Actor04_03,,Character2,,,,,今みたいに転んで\n置いて行かれるかもしれませんし,,,
,Actor02_03,,Character0,,,,,そ……,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_02,,Character0,,,,,そんなこと言われても……,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character0,,,,,ミシェルはドン臭いから\n仕方ないから……つないであげるんだから、ね,,,
Balloon,Character2,3,,,,,,,,,
,Actor04_00,,Character2,,,,,ふふ、ありがとうございます,,,
,Actor04_00,,Character2,,,,,ソラさんが一緒でしたら\nこの先も、怖がらずに進めそうです,,,
,Actor02_03,,Character0,,,,,……！,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_02,,Character0,,,,,そ、そう……,,,
,Actor02_01,,Character0,,,,,でも、転んでも巻き込まないでよ,,,
,Actor02_02,,Character0,,,,,天然の洞窟だから\nどこに抜けるかわかったもんじゃないんだから,,,
,Actor04_01,,Character2,,,,,はい、気をつけます,,,
,Actor04_00,,Character2,,,,,ソラさん、リードをおねがいしますね,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_02,,Character0,,,,,う、うん……,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
