Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage10,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,kumomanoyoukou,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,ミシェルはこんなところにまで\n首突っ込んで平気だと思ってる？,,,
,Actor04_00,,Character0,,,,,思っていません\nでも、途中で降りるわけにも行きません,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_01,,Character2,,,,,フフ……\n見かけによらず頑固だよね,,,
,Actor04_01,,Character0,,,,,そんなことはないですよ,,,
,Actor04_00,,Character0,,,,,ソラさんは学校のこと\n詳しいですよね？,,,
,Actor02_01,,Character2,,,,,ん……？\nまぁ、話せないことならいっぱいあるよ,,,
,Actor04_03,,Character0,,,,,ソラさんは、魔者のことについても\nこの島のことについてもご存知のようでした,,,
,Actor02_01,,Character2,,,,,さぁ、どうだろうね……,,,
,Actor04_03,,Character0,,,,,学校の地下で研究施設があるという\n噂はご存じですか？,,,
,Actor02_02,,Character2,,,,,研究施設なんて、あるわけないじゃない,,,
,Actor04_03,,Character0,,,,,そうですか……,,,
,Actor04_03,,Character0,,,,,以前に、生徒会の資料をまとめている時に\n古い書類を目にしたことがありまして,,,
,Actor04_00,,Character0,,,,,そこで、ワタシは見つけたことがあるんです,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_02,,Character2,,,,,ふ、ふーん……何を？,,,
,Actor04_03,,Character0,,,,,学校の地下には研究所があって,,,
,Actor04_03,,Character0,,,,,魔法や、新たな技術を生み出すための\n研究を日夜行っている、ですとか,,,
,Actor04_03,,Character0,,,,,強い魔法を使えるように\n人体に実験を施しているとか,,,
,Actor02_02,,Character2,,,,,まさか……,,,
,Actor02_02,,Character2,,,,,学校の地下は軍の管理下にあるだけで\nそんな恐ろしいことはしてないよ,,,
,Actor04_03,,Character0,,,,,地下には、軍の施設、はあるんですね？,,,
,Actor02_00,,Character2,,,,,え……？,,,
,Actor04_00,,Character0,,,,,いえ、そのような施設があること自体\n聞いたことありませんでしたから,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_03,,Character2,,,,,……！,,,
,Actor02_01,,Character2,,,,,仮に施設があったとしても\n何も話せることはないよ,,,
,Actor04_00,,Character0,,,,,ということは……,,,
,Actor04_00,,Character0,,,,,ワタシたちに、まだ話していないことが\nあるんですよね？,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_02,,Character2,,,,,な、なんなんだよ、いきなり,,,
,Actor02_02,,Character2,,,,,きゅ、急に\nリジェみたいな意地悪を言い出しちゃって,,,
,Actor04_03,,Character0,,,,,ごめんなさい,,,
,Actor04_00,,Character0,,,,,少しカマをかけてしまいました,,,
Balloon,Character2,2,,,,,,,,,
,Actor02_00,,Character2,,,,,え……？,,,
,Actor02_01,,Character2,,,,,……ミシェルは\nあたしに、何を聞きたいの？,,,
,Actor04_00,,Character0,,,,,ソラさんは……,,,
,Actor04_01,,Character0,,,,,マリーという女生徒をご存知ですか？,,,
Balloon,Character2,2,,,,,,,,,
,Actor02_00,,Character2,,,,,マリー？,,,
,Actor04_01,,Character0,,,,,一つ違いの妹です,,,
,Actor04_01,,Character0,,,,,ワタシより身長が低くて\n髪がピンクなので似てないのですが……,,,
Balloon,Character2,8,,,,,,,,,
,Actor02_02,,Character2,,,,,ピンク髪……、マリー……,,,
,Actor02_01,,Character2,,,,,その生徒がどうかしたの？,,,
,Actor04_03,,Character0,,,,,行方知らずなんです,,,
,Actor04_03,,Character0,,,,,あの娘が入学する前\n適性検査のために学校に赴いたのですが,,,
,Actor04_03,,Character0,,,,,それっきり、姿を見せなくなってしまったんです,,,
Balloon,Character2,8,,,,,,,,,
,Actor02_02,,Character2,,,,,……,,,
,Actor02_02,,Character2,,,,,悪いけどあたしは\n学校のスタッフでも治安部隊でもない,,,
,Actor02_01,,Character2,,,,,迷子の相談は他所でしてよ,,,
,Actor04_03,,Character0,,,,,否定しないんですね,,,
Balloon,Character2,8,,,,,,,,,
,Actor02_02,,Character2,,,,,もう話すことはないよ,,,
PlaySe,step01,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_03,,Character0,,,,,ソラさん……,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
