Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event2,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,walking,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor05_00,,Character2,,,,,リジェ先生、おはようございます,,,
Balloon,Character0,3,,,,,,,,,
,Actor03_01,,Character0,,,,,シイナちゃん、おはよう,,,
,Actor03_00,,Character0,,,,,これで全員かな,,,
,Actor03_03,,Character0,,,,,ソラのやつ、こんな朝早く呼んどいて\n何を企んでいるんだか……,,,
,Actor04_00,,Character2,,,,,当のソラさんはまだ来る気配がありません,,,
,Actor06_00,,Character1,,,,,エリシャもまだ来ていないようだ,,,
,Actor03_00,,Character0,,,,,まぁ、そのうち来るでしょ,,,
Balloon,Character2,6,,,,,,,,,
,Actor05_02,,Character2,,,,,魔者がいなくなりましたが\nなかなか自由に行動させてくれないですね,,,
,Actor03_03,,Character0,,,,,検査の順番待ち、だったっけ？,,,
,Actor04_00,,Character1,,,,,はい、魔者と接触して\n影響がないか調べる必要があるみたいで,,,
,Actor03_00,,Character0,,,,,ミシェルはもう検査受けた？,,,
,Actor04_00,,Character1,,,,,受けていますよ,,,
,Actor04_03,,Character1,,,,,リジェさんやルネさんは学校の方ではないですから\n最後の方になるかと思います,,,
,Actor03_03,,Character0,,,,,そうだよねぇ\nもう、新学期には間に合わないだろうな,,,
Wait,,,,,,1,,,,,
,Actor05_00,,Character2,,,,,リジェ先生は、田舎の学校に戻るんですよね,,,
,Actor03_03,,Character0,,,,,そしたら、みんなともお別れだね,,,
,Actor05_00,,Character2,,,,,そうですね……\nわたし、先生と出会えて良かったです,,,
,Actor05_01,,Character2,,,,,魔法も使えるようになりましたし\nいろいろ相談にのってくれました,,,
,Actor05_00,,Character2,,,,,時計塔で会えていなかったら……\n今頃、生きていなかったかもしれないです,,,
Balloon,Character2,4,,,,,,,,,
,Actor05_01,,Character2,,,,,本当に、ありがとうございました,,,
,Actor03_01,,Character0,,,,,へへへ……教師冥利に尽きるなあ,,,
Balloon,Character2,1,,,,,,,,,
,Actor05_03,,Character2,,,,,……！,,,
,Actor05_02,,Character2,,,,,だからって……！\n抱きついてこないで下さい,,,
,Actor03_01,,Character0,,,,,えー、挨拶代わりに\nハグする習慣があるんだよ,,,
,Actor03_03,,Character0,,,,,いいでしょ、減るもんじゃないんだし,,,
,Actor05_04,,Character2,,,,,ダメです、子供扱いしないでください,,,
Balloon,Character0,6,,,,,,,,,
,Actor03_01,,Character0,,,,,ゴメンナサイ、もうしないです,,,
Wait,,,,,,1,,,,,
,Actor06_04,,Character2,,,,,……,,,
,Actor04_00,,Character0,,,,,ソラさん遅いですね\n約束の時間を過ぎてから大分経ちますが,,,
,Actor06_04,,Character2,,,,,朝ごはんの時間になってしまう,,,
Wait,,,,,,1,,,,,
,,,,,,,,……,,,
PlaySe,Close1,80,100,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character2,,,,,ソラ……、遅かったね\nてっきり来ないのかと……,,,
,Actor03_03,,Character2,,,,,どうしたの、血相変えて？,,,
Wait,,,,,,1,,,,,
Balloon,Character0,1,,,,,,,,,
,Actor02_03,,Character0,,,,,みんな、早くここを逃げるよ！,,,
,Actor02_03,,Character0,,,,,とにかくここを出る,,,
PlayBgm,ふろーずん風車,100,100,,,,,,,,
,Actor03_03,,Character2,,,,,いきなり、何？\n人を呼んで待たせていきなり,,,
,Actor02_03,,Character0,,,,,魔者がまた現れた！,,,
,Actor03_02,,Character2,,,,,え……？,,,
,Actor04_03,,Character1,,,,,魔者はこの間\n全て倒したはずですが,,,
Balloon,Character0,1,,,,,,,,,
,Actor02_03,,Character0,,,,,違う！,,,
,Actor02_03,,Character0,,,,,今度のは明確にあたしたちを狙って襲ってくるよ,,,
,Actor03_03,,Character2,,,,,どういう意味か、よくわからない,,,
