Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage12,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,ふろーずん風車,100,100,,,,,,,,
PlayBgs,factory1,100,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_00,,Character2,,,,,学校内の資料を探したことがありますが,,,
,Actor04_03,,Character2,,,,,このような施設があるなどと\n記述されたものはありませんでした,,,
Balloon,Character2,8,,,,,,,,,
,Actor04_00,,Character2,,,,,こんな施設が\n地下に広がっていたなんて,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,ふーん……\n眉唾だったけど,,,
,Actor02_02,,Character2,,,,,リジェの親父さんの隠し洞窟\nまさか、学校の地下に繋がってたなんてね,,,
,Actor03_02,,Character0,,,,,父さんの手記を見たら載ってたんだ,,,
,Actor03_02,,Character0,,,,,魔者の存在もここから\n探りを入れていたみたい,,,
,Actor02_00,,Character2,,,,,そりゃあ、亡き者にしておきたいわけだ,,,
,Actor03_00,,Character0,,,,,この先はどうなってるの？,,,
,Actor02_00,,Character2,,,,,ここは、ただの研究施設だよ\n魔法とは関係ない一般的なものだから,,,
,Actor02_00,,Character2,,,,,首を突っ込んでもたいしたものは\n出てこないよ、たぶん,,,
,Actor01_00,,Character0,,,,,黒水晶は、どこに安置しているのだろうか？,,,
Balloon,Character2,9,,,,,,,,,
,Actor02_00,,Character2,,,,,案内するよ\nなんとなく、目処はついているんだ,,,
,Actor01_00,,Character0,,,,,それにしても\n案外、簡単に潜入できたな,,,
,Actor01_00,,Character0,,,,,また、罠の可能性は……\n誘い込まれているんじゃないか？,,,
,Actor02_02,,Character2,,,,,今回は大丈夫\nなんて言ったって、学校長が不在なんだ,,,
,Actor02_01,,Character2,,,,,表のゴタゴタをまとめあげられる\n人材なんて、この学校に残っていないよ,,,
,Actor03_00,,Character0,,,,,学校長って戦争で大将をしていた\n一番、偉い人でしょ？,,,
,Actor02_01,,Character2,,,,,そうだよ\nあたしが退却した時にはもう行方知らず,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_02,,Character2,,,,,戦争で巻き添え食らって\nとっくにいなくなってるのかもしれないね,,,
,Actor02_02,,Character2,,,,,フフ……、バカな話だよね\n戦争起こした元凶が真っ先に倒れるなんてさ,,,
,Actor01_04,,Character0,,,,,俄に信じられないが……,,,
,Actor01_00,,Character0,,,,,忍び込むなら、今が好機なんだな,,,
,Actor02_00,,Character2,,,,,そういうことだから\nさっさと先に進むよ,,,
PlaySe,step01,80,100,,,,,,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
Balloon,Character2,9,,,,,,,,,
,Actor05_02,,Character2,,,,,……,,,
,Actor03_03,,Character0,,,,,大丈夫、シイナちゃん？,,,
,Actor05_02,,Character2,,,,,はい、なんだか、緊張してきました,,,
,Actor03_03,,Character0,,,,,私も、ちょっと怖くなってきちゃったかな,,,
,Actor03_03,,Character0,,,,,こういう時はさ,,,
,Actor03_01,,Character0,,,,,えいッ,,,
Balloon,Character2,8,,,,,,,,,
,Actor05_00,,Character2,,,,,あ……先生の手、あったかいですね,,,
,Actor03_03,,Character0,,,,,手の震え\n握っていると少しは安心するでしょ？,,,
,Actor05_00,,Character2,,,,,はい……,,,
,Actor05_00,,Character2,,,,,少しの間、つないだままでもいいですか？,,,
,Actor03_01,,Character0,,,,,うん……シイナちゃんも、ね,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
