Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event9,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
StopBgm2,,,,,,,,,,,
StopBgs,,,,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,,,,,,,,……,,,
PlaySe,Close1,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,誰……？,,,
Wait,,,,,,1,,,,,
PlayBgm,ガラバルガ,100,100,,,,,,,,
,Actor03_00,,Character0,,,,,私だよ、起きてた？,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_01,,Character2,,,,,まぁね、寝心地が悪いんだよ,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,,,うまく学校をまとめているみたいじゃない,,,
,Actor02_02,,Character2,,,,,学校の関係者を捕らえて\n魔者を追い払って,,,
,Actor02_01,,Character2,,,,,本格的にここを統治するのも\n時間の問題なのかな？,,,
,Actor03_02,,Character0,,,,,まだまだ\n問題は山積みだよ,,,
,Actor03_02,,Character0,,,,,戦争の相手国にも行かないといけないし\nその他の領主にも会わないといけないし,,,
,Actor03_00,,Character0,,,,,でも、魔法の使い方に関する草案は\n大方、まとまりそうなんだ,,,
,Actor03_02,,Character0,,,,,間違いが起こらないように\n戦争が二度と起きないように……,,,
Wait,,,,,,1,,,,,
,Actor03_03,,Character0,,,,,ソラ、一つだけ訊いていいかな？,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_02,,Character2,,,,,一つと言わずに何でもどうぞ,,,
,Actor03_03,,Character0,,,,,これは、エリシャと私しか\nまだ知らないことなんだけど,,,
,Actor03_03,,Character0,,,,,戦争に参加していた人の中から\n研究者を割り出してみたの,,,
,Actor03_03,,Character0,,,,,もちろん、学校長も含めてね,,,
Wait,,,,,,1,,,,,
,Actor03_02,,Character0,,,,,戦争では、戦死者や行方不明者は\n数多くでているみたいなんだけど,,,
,Actor03_02,,Character0,,,,,なかでも研究者の生存率が極めて低くて,,,
,Actor03_03,,Character0,,,,,反対にソラが率いてた\n魔法使いの部隊の生存率はすごく高いの,,,
,Actor02_01,,Character2,,,,,そりゃあ、あたしらは優秀だったからね,,,
,Actor03_00,,Character0,,,,,はぐらかさなくていいからさ\nそのことに関して何か知ってることはないかな？,,,
Wait,,,,,,1,,,,,
Balloon,Character2,2,,,,,,,,,
,Actor02_02,,Character2,,,,,先に断っておくけど\nそれを、知ってどうするつもり？,,,
,Actor03_01,,Character0,,,,,ううん、どうもしないんだけどね,,,
,Actor03_01,,Character0,,,,,ただ、気になって独自に調べているだけだからさ,,,
Balloon,Character2,8,,,,,,,,,
,Actor02_00,,Character2,,,,,……,,,
,Actor02_02,,Character2,,,,,いいよ、話してあげる\nそういう約束だったし,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,この戦争は、魔者の強さを計る実験の一つだった\n前にも話したと思うけど……,,,
,Actor02_02,,Character2,,,,,そんなくだらない理由に\n付き合わされるのに嫌気がさした人がいたんだよ,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,,,その人は、表向きには\n戦争に協力していたけど,,,
,Actor02_02,,Character2,,,,,実際は、味方の研究者を出し抜いて\n膿を排除しようとしていたんだ,,,
,Actor02_01,,Character2,,,,,相手に情報を流したり\n味方の兵糧に毒を仕込んだりしてね,,,
,Actor03_02,,Character0,,,,,ひどいことをするんだね\nその人は……,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_02,,Character2,,,,,本当だよね\nでも、それ程までに学校の軍は腐っていたんだよ,,,
,Actor03_02,,Character0,,,,,……,,,
,Actor03_03,,Character0,,,,,それで、その人は……？,,,
,Actor02_01,,Character2,,,,,どうなったのかはわからないな\n戦地での情報なんて信用性ないし,,,
Balloon,Character2,7,,,,,,,,,
,Actor02_04,,Character2,,,,,ただ……,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,,,リジェは……人を殺めたことってある？,,,
,Actor03_02,,Character0,,,,,私は……魔者の姿をしていた人を含めると\nしたことがあるんだと思う,,,
,Actor02_00,,Character2,,,,,そっか……,,,
,Actor02_02,,Character2,,,,,あたしも、リジェと一緒なんだと思う,,,
,Actor02_02,,Character2,,,,,あたしには殺したいほど憎んでいた人がいてね,,,
,Actor02_02,,Character2,,,,,手にかける、一歩直前までいったことがあったんだ,,,
,Actor02_02,,Character2,,,,,だけど、寸前で思いとどまったんだ\n怖くなっちゃって……,,,
Balloon,Character0,8,,,,,,,,,
,Actor03_02,,Character0,,,,,……,,,
,Actor02_02,,Character2,,,,,気がついたら\n敵の追手に見つかりそうになってて,,,
,Actor02_02,,Character2,,,,,そのまま、その人は置いてきたよ,,,
,Actor02_02,,Character2,,,,,きっと、敵に捕らえられたんじゃないかな,,,
Wait,,,,,,1,,,,,
,Actor03_02,,Character0,,,,,ありがとう話してくれて\nソラは、本当に、辛かったんだね,,,
,Actor02_04,,Character2,,,,,うん……,,,
Wait,,,,,,1,,,,,
,Actor02_01,,Character2,,,,,まぁ、その後はグダグダだったけどね,,,
Balloon,Character2,9,,,,,,,,,
,Actor02_01,,Character2,,,,,騒ぎに便乗して学校を掌握しようと考えてたのに\n大怪我負わされてオジャンだったし,,,
,Actor02_00,,Character2,,,,,リジェは領主に復帰したこと、後悔してる？,,,
Balloon,Character0,6,,,,,,,,,
,Actor03_03,,Character0,,,,,うーん……\n少しだけ、ね,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,,,それで、今日の相談内容は？\n話だけしに来たわけじゃないんでしょ,,,
,Actor03_03,,Character0,,,,,いや、相談はもう終わりかな,,,
,Actor02_00,,Character2,,,,,どゆこと……？,,,
,Actor03_01,,Character0,,,,,ソラには脱獄してもらおうと思ってね,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_01,,Character2,,,,,フフ……\n今や、一級戦犯なのに逃げちゃっていいの？,,,
,Actor03_03,,Character0,,,,,逆に質問するけど\nソラはこのまま処刑されてもいいの？,,,
,Actor02_03,,Character2,,,,,いいわけないじゃない！,,,
,Actor02_04,,Character2,,,,,でも、逃げるにしても\n行き場がないと思うけど,,,
,Actor03_03,,Character0,,,,,それがね……思いつくのが\n戦争の相手国ぐらいしかないんだ,,,
,Actor02_01,,Character2,,,,,フフ……\nそれならそれで結構なことじゃない,,,
,Actor02_02,,Character2,,,,,逃げていいって言うなら\nあたしはさっさと行くよ,,,
PlaySe,Close2,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Balloon,Character0,1,,,,,,,,,
,Actor03_02,,Character0,,,,,ちょっと待ってよ！,,,
,Actor03_02,,Character0,,,,,もう、二度と会えないかもしれないのに,,,
,Actor03_03,,Character0,,,,,いくらなんでも\nあっさりしすぎじゃない？,,,
,Actor02_02,,Character2,,,,,何言ってるの？\n一生会えないと決まったわけじゃないのに,,,
,Actor02_02,,Character2,,,,,生きてたらどうにでもなるでしょ？,,,
,Actor03_03,,Character0,,,,,まったく、ソラは相変わらずというか……,,,
,Actor02_00,,Character2,,,,,あたしは\nリジェに会えて良かったと思ってる,,,
Balloon,Character0,2,,,,,,,,,
,Actor03_00,,Character0,,,,,え……？,,,
,Actor02_00,,Character2,,,,,魔者を生み出す技術が出来て\n戦争が始まって,,,
,Actor02_00,,Character2,,,,,魔法使いがないがしろにされたのも,,,
,Actor02_00,,Character2,,,,,あたしの力が足りなかったせいだったんだ,,,
,Actor02_02,,Character2,,,,,リジェなら、全て任せられるよ\nありがとう,,,
,Actor03_00,,Character0,,,,,ソラ、いつかまた会えるよね？,,,
