Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage7,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,行雲流水,100,100,,,,,,,,
PlayBgs,River,100,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_03,,Character2,,,,,学校に戻ることは出来ないのでしょうか,,,
,Actor01_00,,Character0,,,,,そうだな、ソラの言う通りなら\n魔者が学校に現れた時……,,,
,Actor01_00,,Character0,,,,,校内にいた魔法使いが\n魔者を放ったことになっている,,,
,Actor01_00,,Character0,,,,,つまり、アタシとソラを除く皆は該当者だ,,,
Balloon,Character2,8,,,,,,,,,
,Actor04_03,,Character2,,,,,残された生徒達も\n無事でいてくれるとよいのですが……,,,
,Actor01_04,,Character0,,,,,匿うよう、部隊にも指示している,,,
,Actor01_00,,Character0,,,,,信じるしかないだろう,,,
,Actor04_00,,Character2,,,,,ドラゴンを襲った魔者に\n意思のようなものを感じました,,,
,Actor04_00,,Character2,,,,,魔者にも意志があるから\nもしくは、誰かに指示されて動いていた,,,
,Actor04_00,,Character2,,,,,裏で誰かが糸を引いている\nそんな、気がしてなりませんが,,,
,Actor04_03,,Character2,,,,,ソラさんは話してくれませんよね,,,
,Actor01_00,,Character0,,,,,ソラも難しい立場にある,,,
,Actor01_00,,Character0,,,,,今は、信じて\n生き延びることだけを考えて欲しい,,,
FadeOut,black,,,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_02,,Character2,,,,,やぁやぁ、ドラゴンの調子はどう？,,,
,Actor01_00,,Character0,,,,,思っていたより軽そうだ\nだが、しばらく飛ぶことはできないだろう,,,
,Actor02_02,,Character2,,,,,そっか、重傷じゃなくてよかったじゃない,,,
,Actor01_00,,Character0,,,,,ソラ、ルネの言っていたことだが……,,,
,Actor02_02,,Character2,,,,,ロストワールドについてなら知らないよ,,,
,Actor01_00,,Character0,,,,,いや、魔者のルーツの方だ,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_02,,Character2,,,,,おおっと\nフェイントとか高度なテクニックじゃないの,,,
,Actor02_00,,Character2,,,,,でも、それはエリシャにも言えない,,,
,Actor01_01,,Character0,,,,,ははは……,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_03,,Character2,,,,,なんでそこで笑うの？,,,
,Actor01_00,,Character0,,,,,すまない\n相変わらず、嘘や誤魔化し方が下手だな,,,
,Actor02_00,,Character2,,,,,どゆこと？,,,
,Actor01_01,,Character0,,,,,そこは否定しないと\n裏があると白状しているようなものだぞ,,,
,Actor02_02,,Character2,,,,,……,,,
,Actor02_00,,Character2,,,,,別に話してもいいけど,,,
Balloon,Character2,5,,,,,,,,,
,Actor02_01,,Character2,,,,,面白くないから嫌だ,,,
,Actor01_00,,Character0,,,,,何か事情でもあるのか？,,,
,Actor01_00,,Character0,,,,,魔者の話をする時\n露骨に不機嫌になっているぞ,,,
,Actor02_02,,Character2,,,,,それも言いたくない,,,
,Actor01_01,,Character0,,,,,ははは……,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_03,,Character2,,,,,だから、なんでそこで笑うの？,,,
,Actor01_01,,Character0,,,,,いや、本当にすまない,,,
,Actor01_01,,Character0,,,,,ソラは立場こそ変わったが\n何も変わっていないな,,,
,Actor01_01,,Character0,,,,,少し安心したよ,,,
,Actor02_01,,Character2,,,,,まるであたしが成長してないみたいじゃない,,,
,Actor01_00,,Character0,,,,,ソラは変わっていないじゃないか\n見た目も、恐らく、中身も,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_02,,Character2,,,,,あたしはまだまだ成長してるし\nこれからもっと進化していくの！,,,
,Actor02_01,,Character2,,,,,大人なんて成るわけないじゃない,,,
,Actor02_00,,Character2,,,,,あんな汚い世界築いて\n向上することを辞めた大人になんて絶対ならない,,,
Balloon,Character0,8,,,,,,,,,
,Actor01_04,,Character0,,,,,……,,,
,Actor01_04,,Character0,,,,,いろいろと一人で抱え込むのは結構だ,,,
,Actor01_00,,Character0,,,,,だが、ソラはもっと他人を頼ったほうがいい,,,
,Actor01_00,,Character0,,,,,子供の頃は独りで何でもできるだとか\nどこへでも行けるとか、思うものだ,,,
,Actor01_00,,Character0,,,,,でも、現実は違う\nアタシたちは十分に大人になったんだ,,,
,Actor02_00,,Character2,,,,,ご忠告はありがたく聞いておくよ,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_02,,Character2,,,,,でも、あたしは独りで大丈夫,,,
,Actor02_00,,Character2,,,,,なんて言ったって\nあたしは学校始まって以来の天才魔法使いなんだから,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
