Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event8,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,walking,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_01,,Character2,,,,,ソラさん……,,,
,Actor04_01,,Character2,,,,,島についてから\nあまりにも、ぐうたらしすぎではないですか？,,,
,Actor02_02,,Character0,,,,,仕方ないじゃない\n嵐でどこにもいけないんだし,,,
,Actor04_03,,Character2,,,,,だからといって……,,,
Balloon,Character2,7,,,,,,,,,
,Actor04_00,,Character2,,,,,食べて寝るだけで\n何もしていないじゃないですか,,,
,Actor02_01,,Character0,,,,,ミシェルは真面目だよね、本当に,,,
,Actor02_00,,Character0,,,,,今まで、どれだけ波乱続きだったと思っているの,,,
,Actor02_02,,Character0,,,,,平和を享受するのも\n立派な人の営みなんじゃない,,,
,Actor04_00,,Character2,,,,,ソラさんは、今日もずっと寝てるだけですか？,,,
,Actor02_02,,Character0,,,,,うん、だって本調子じゃないし,,,
Balloon,Character2,1,,,,,,,,,
,Actor04_00,,Character2,,,,,……！,,,
,Actor04_00,,Character2,,,,,大丈夫なんですか？,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_01,,Character0,,,,,うるさいな、ただの二日酔いだよ,,,
,Actor04_03,,Character2,,,,,心配して損しました\nお酒もほどほどにして下さい,,,
,Actor02_00,,Character0,,,,,どうして、あたし酒に弱いんだろ,,,
,Actor02_02,,Character0,,,,,絶対、強い方だと思ってたんだけどな,,,
,Actor04_00,,Character2,,,,,でしたら、飲まなければいいのでは？,,,
,Actor02_02,,Character0,,,,,いやぁ、それじゃ眠れないし\n飲むと気分紛れるし、仕方ないじゃない,,,
,Actor04_03,,Character2,,,,,……,,,
Balloon,Character2,7,,,,,,,,,
,Actor04_01,,Character2,,,,,もう、好きにして下さい,,,
,Actor02_00,,Character0,,,,,言われなくても、そのつもりだって,,,
Wait,,,,,,1,,,,,
,Actor04_03,,Character2,,,,,ところで……,,,
,Actor04_00,,Character2,,,,,他の方々は、お出かけされたのでしょうか？,,,
,Actor02_00,,Character0,,,,,エリシャは今日もルネと島の散策じゃない？,,,
,Actor02_00,,Character0,,,,,リジェは……,,,
,Actor02_02,,Character0,,,,,朝から出かけてなかったっけ\nシイナと一緒に,,,
,Actor04_00,,Character2,,,,,ワタシは聞いていませんけれど……,,,
,Actor02_02,,Character0,,,,,なら、そのうち戻ってくるでしょ,,,
Balloon,Character0,3,,,,,,,,,
,Actor02_02,,Character0,,,,,あたしは夜まで寝てるから\nおやすみ,,,
FadeOut,black,,,,,,,,,,
PlaySe,Close1,80,100,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor04_01,,Character2,,,,,また、聞き出すことができませんでした,,,
,Actor04_03,,Character2,,,,,マリーのこと……\nソラさんが知っているはずないのに,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
