Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event3,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,ふろーずん風車,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor02_04,,Character2,,,,,あー、やっぱりダメだ,,,
Balloon,Character2,7,,,,,,,,,
,Actor02_04,,Character2,,,,,頭が痛い……,,,
,Actor02_04,,Character2,,,,,エーテルドリンク……\n部屋に残してたやつまだ残ってたかな,,,
FadeOut,black,,,,,,,,,,
Bg,stage3,,Picture1,,,,,,,,
PlaySe,Close2,80,100,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor02_04,,Character2,,,,,なんとか歩けるようになったかな,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,……,,,
Balloon,Character2,2,,,,,,,,,
,Actor02_00,,Character2,,,,,抜け駆けして退却してきたのに\nもう、残りの連中がのさばってるな,,,
PlaySe,step01,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor02_04,,Character2,,,,,どうして肝心な時に限って\nいつも、うまくいかないんだろ……,,,
Wait,,,,,,1,,,,,
Balloon,Character2,5,,,,,,,,,
,Actor02_00,,Character2,,,,,それもこれもミシェルのせい！,,,
,Actor02_01,,Character2,,,,,どうしてあんなのが生徒会長なんてしてるんだか,,,
,Actor02_02,,Character2,,,,,あの器量で、生徒会長なんて務まるわけないじゃない,,,
,Actor02_04,,Character2,,,,,まぁ、怪我したのは\n自分のせいでもあるけどさ……,,,
PlaySe,step01,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,ん……？,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,あの部屋、灯りが点いてる,,,
,Actor02_01,,Character2,,,,,こんな夜更けにどうして……？,,,
PlaySe,step01,80,100,,,,,,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
,Actor02_00,,Character2,,,,,……,,,
,Actor02_01,,Character2,,,,,中に誰かいる,,,
FadeIn,black,,,,,,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_03,,Character2,,,,,……！,,,
,Actor02_00,,Character2,,,,,置いてきた奴ら\nやっぱり戻ってきてたか……,,,
,Actor02_00,,Character2,,,,,あたしのいないところで\n何を話し合ってるんだろ,,,
Wait,,,,,,1,,,,,
,,,,,,,,……,,,
Balloon,Character2,2,,,,,,,,,
,Actor02_03,,Character2,,,,,は……？,,,
Wait,,,,,,1,,,,,
,Actor02_03,,Character2,,,,,……！,,,
,,,,,,,,……,,,
,Actor02_01,,Character2,,,,,フフ……\n随分と好き勝手なことを,,,
Wait,,,,,,1,,,,,
Balloon,Character2,7,,,,,,,,,
,Actor02_04,,Character2,,,,,やばい……\n痛みがぶり返してきた,,,
,Actor02_04,,Character2,,,,,見つからないうちに病室に戻ろう,,,
,Actor02_04,,Character2,,,,,せめて戦えるようにしておかないと,,,
,Actor02_00,,Character2,,,,,そっちの都合通りになんて\nさせやしない,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,,,タイムリミットは明日の朝まで、か,,,
,Actor02_04,,Character2,,,,,うわ……,,,
,Actor02_04,,Character2,,,,,ダメだ頭痛い,,,
,Actor02_04,,Character2,,,,,エーテルドリンク探して\n体調、戻さないと……,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
