Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage13,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,yumemidori,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_03,,Character2,,,,,強敵でしたが\n倒すことができましたね,,,
,Actor02_00,,Character0,,,,,まだ安心するには早い\n何が起こるかわからないよ,,,
Balloon,Character2,9,,,,,,,,,
,Actor04_00,,Character2,,,,,ええ、同じ轍を踏むつもりはないですよ,,,
Wait,,,,,,1,,,,,
,Actor05_00,,Character2,,,,,……,,,
,Actor03_00,,Character0,,,,,……,,,
,Actor01_00,,Character2,,,,,……,,,
,Actor06_00,,Character0,,,,,……,,,
,Actor01_00,,Character2,,,,,大丈夫、のようだな,,,
Balloon,Character0,2,,,,,,,,,
,Actor06_00,,Character0,,,,,……？,,,
,Actor06_00,,Character0,,,,,いや、何か嫌な予感がする,,,
,Actor05_02,,Character2,,,,,い、嫌な予感ですか……？,,,
,Actor06_00,,Character0,,,,,魔者を倒してから小刻みに揺れているように思う,,,
,Actor04_00,,Character2,,,,,ワタシは、何も感じませんが……,,,
StopBgm2,,,,,,2,,,,,
Balloon,Character0,1,,,,,,,,,
,Actor02_03,,Character0,,,,,……！,,,
,Actor02_03,,Character0,,,,,揺れてるよ、しかも少しずつ大きく……,,,
PlaySe,Collapse4,80,65,,,,,,,,
Wait,,,,,,1,,,,,
PlaySe,Crash,80,100,,,,,,,,
Wait,,,,,,1,,,,,
PlayBgs,Quake,100,100,,,,,,,,
,Actor01_02,,Character2,,,,,伏せるんだ\n近くにいる者となるべく離れないように！,,,
FadeOut,black,,,,,,,,,,
Balloon,Character0,6,,,,,,,,,
,Actor06_03,,Character0,,,,,破片が刺さって……痛い,,,
,Actor01_03,,Character2,,,,,ルネ、大丈夫か！？,,,
,Actor06_04,,Character0,,,,,立ってるのが精一杯,,,
,Actor01_00,,Character2,,,,,なるべく近くにいるんだ、わかったな,,,
PlaySe,Fire3,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor05_02,,Character2,,,,,せ、先生！？,,,
,Actor03_02,,Character0,,,,,シイナちゃん、大丈夫！,,,
PlaySe,Explosion4,80,100,,,,,,,,
Wait,,,,,,1,,,,,
PlaySe,Crash,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor04_04,,Character2,,,,,い、痛いです……\n水晶の破片が！？,,,
,Actor02_03,,Character0,,,,,あ、ちょっと……,,,
Balloon,Character0,5,,,,,,,,,
,Actor02_03,,Character0,,,,,バカ！,,,
,Actor02_03,,Character0,,,,,無闇に動こうとしないで、って……,,,
,Actor04_04,,Character2,,,,,え……？,,,
PlaySe,Crash,80,100,,,,,,,,
Wait,,,,,,1,,,,,
Balloon,Character0,1,,,,,,,,,
,Actor02_03,,Character0,,,,,う、嘘！？\n地面が割れて……,,,
,Actor04_04,,Character2,,,,,ひ、引きずり込まれ……,,,
PlaySe,Collapse4,80,65,,,,,,,,
Wait,,,,,,1,,,,,
Wait,,,,,,1,,,,,
PlaySe,Earth9,80,100,,,,,,,,
Wait,,,,,,1,,,,,
PlaySe,Earth4,80,100,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,,,,,,,,……,,,
StopBgs,,,,,,2,,,,,
Wait,,,,,,1,,,,,
,,,,,,,,……,,,
,Actor01_03,,Character2,,,,,……治まった、のか？,,,
Wait,,,,,,1,,,,,
,Actor06_04,,Character0,,,,,ひどい目に遭った,,,
,Actor01_00,,Character2,,,,,ルネ、怪我はないか？,,,
,Actor06_00,,Character0,,,,,何ともない\nそれより、他の皆は……？,,,
Wait,,,,,,1,,,,,
,Actor01_03,,Character2,,,,,見当たらない,,,
Balloon,Character2,5,,,,,,,,,
,Actor01_02,,Character2,,,,,くそっ、なんてことだ,,,
,Actor01_02,,Character2,,,,,リジェ、ソラいるか！？\nいたら返事してくれ！,,,
Wait,,,,,,1,,,,,
,Actor01_00,,Character2,,,,,……,,,
,Actor06_00,,Character0,,,,,返事がない,,,
,Actor01_03,,Character2,,,,,っく……,,,
,Actor06_04,,Character0,,,,,地割れに、壁が崩落している,,,
,Actor01_00,,Character2,,,,,ああ、無闇に動くのも危険を伴うだろう,,,
,Actor01_00,,Character2,,,,,だが、探すぞ,,,
,Actor01_02,,Character2,,,,,ここまで来て\n無駄死になど、してたまるか！,,,
Balloon,Character0,7,,,,,,,,,
,Actor06_04,,Character0,,,,,……,,,
,Actor01_00,,Character2,,,,,ルネ……？,,,
,Actor06_04,,Character0,,,,,エリシャ、怒鳴ると少し怖い,,,
,Actor01_04,,Character2,,,,,すまない、だが……,,,
,Actor06_01,,Character0,,,,,大丈夫\n皆ならば、きっと自力でなんとかする,,,
,Actor01_04,,Character2,,,,,あ、ああ,,,
,Actor06_00,,Character0,,,,,これが信じるということ……？,,,
,Actor01_00,,Character2,,,,,そうだな\n怒鳴って、すまなかった,,,
,Actor01_00,,Character2,,,,,皆様方、これぐらいでくたばるはずがない\n無事を信じて、探しに行くとしよう,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
