Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage3,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,yumemidori,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
Wait,,,,,,1,,,,,
,Actor05_00,,Character2,,,,,ルネさん！,,,
,Actor06_02,,Character0,,,,,……,,,
,Actor05_03,,Character2,,,,,ルネさん？,,,
Balloon,Character0,10,,,,,,,,,
,Actor06_02,,Character0,,,,,……,,,
,Actor05_02,,Character2,,,,,ルネさん、聞こえていますか？,,,
,Actor06_00,,Character0,,,,,ん……、すまない\nぼーっとしていたようだ,,,
,Actor05_03,,Character2,,,,,何か気になることでもあるんですか？,,,
Wait,,,,,,1,,,,,
Balloon,Character0,8,,,,,,,,,
,Actor06_01,,Character0,,,,,甘いモノが食べたいなーっと\n欲にかまけていたようだ,,,
,Actor05_00,,Character2,,,,,そ、そうだったんですね,,,
Wait,,,,,,1,,,,,
,Actor05_00,,Character2,,,,,……,,,
,Actor06_00,,Character0,,,,,……,,,
,Actor06_00,,Character0,,,,,して、何か用があったのではないか？,,,
Balloon,Character2,1,,,,,,,,,
,Actor05_03,,Character2,,,,,あ、そうでした！,,,
,Actor05_00,,Character2,,,,,ルネさんは\nいつから魔法を使えるようになったんですか？,,,
,Actor06_00,,Character0,,,,,前にも同じことを聞かれた気がする,,,
,Actor05_00,,Character2,,,,,はっきりと教えてもらっていなかったので,,,
,Actor06_01,,Character0,,,,,別にシイナと変わらないと思うが,,,
,Actor05_03,,Character2,,,,,わたしと……同じ？,,,
,Actor06_01,,Character0,,,,,シイナもはじめから\n魔法が使えたわけではなかったであろう？,,,
,Actor05_00,,Character2,,,,,ほんの最近です、使えるようになったのは,,,
,Actor06_01,,Character0,,,,,ならば、答えは出ているではないか,,,
Balloon,Character2,7,,,,,,,,,
,Actor05_02,,Character2,,,,,ごめんなさい……\n全然わからないです,,,
Wait,,,,,,1,,,,,
,Actor06_00,,Character0,,,,,魔法を使うには魔力が必要,,,
,Actor06_00,,Character0,,,,,だが魔力というものは目に見えない\nだから、魔法が使えない人にはそれがわからない,,,
,Actor05_00,,Character2,,,,,……,,,
,Actor06_00,,Character0,,,,,シイナは魔法を覚える前と今とで\n何か変わった点はないだろうか？,,,
,Actor05_00,,Character2,,,,,うーん……\nどう表現したらいいのかわからないですけど,,,
,Actor05_00,,Character2,,,,,熱っぽいものが\n身体の内から湧き上がってくるような気がします,,,
,Actor06_01,,Character0,,,,,たぶん、そんなものでいい,,,
,Actor06_01,,Character0,,,,,魔力というものを感知することができれば\n魔法は自然に使えるようになる,,,
,Actor06_00,,Character0,,,,,そして、この学校は特に強い魔力で満ち溢れている,,,
Balloon,Character2,7,,,,,,,,,
,Actor05_02,,Character2,,,,,え、えーっと,,,
,Actor05_02,,Character2,,,,,じゃあ、この学校の生徒みんなが\n魔法が使えるようになるのは……？,,,
,Actor06_01,,Character0,,,,,きっと、場所が適しているから,,,
,Actor06_00,,Character0,,,,,自分の生まれ故郷も同じような環境だった,,,
,Actor06_00,,Character0,,,,,だから、魔法が使える,,,
Balloon,Character2,6,,,,,,,,,
,Actor05_02,,Character2,,,,,うーん……\n頭のなかがこんがらがってきちゃいました,,,
,Actor05_00,,Character2,,,,,要するに……,,,
,Actor05_00,,Character2,,,,,ルネさんの生まれ故郷も\n魔法が身近な存在だったんですね,,,
,Actor06_00,,Character0,,,,,端的に言うと\nそういうことになる,,,
,Actor06_00,,Character0,,,,,だが、今はとにかく……,,,
Balloon,Character0,6,,,,,,,,,
,Actor06_04,,Character0,,,,,甘いモノが食べたい,,,
,Actor05_02,,Character2,,,,,わたしも、難しい話ばっかりで\nそんな気分になってきました……,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
